"","year","plot","max_snow"
"246",1994,70,10
"247",1994,71,85
"248",1994,72,200
"249",1994,73,260
"250",1994,74,340
"251",1994,75,305
"252",1994,76,350
"253",1994,77,62
"254",1994,78,50
"255",1994,79,34
"256",1994,80,45
"257",1994,101,8
"258",1994,201,10
"259",1994,301,25
"260",1994,401,7
"261",1994,501,10
"262",1994,601,10
"263",1994,701,20
"264",1994,801,32
"265",1995,1,285
"266",1995,2,300
"267",1995,3,270
"268",1995,4,240
"269",1995,5,250
"270",1995,6,430
"271",1995,7,105
"272",1995,8,100
"273",1995,9,90
"274",1995,10,30
"275",1995,11,370
"276",1995,12,310
"277",1995,13,380
"278",1995,14,292
"279",1995,15,260
"280",1995,16,510
"281",1995,17,110
"282",1995,18,125
"283",1995,19,65
"284",1995,20,20
"285",1995,21,375
"286",1995,22,340
"287",1995,23,355
"288",1995,24,332
"289",1995,25,200
"290",1995,26,510
"291",1995,27,138
"292",1995,28,150
"293",1995,29,55
"294",1995,30,45
"295",1995,31,340
"296",1995,32,320
"297",1995,33,360
"298",1995,34,330
"299",1995,35,290
"300",1995,36,310
"301",1995,37,170
"302",1995,38,242
"303",1995,39,85
"304",1995,40,41
"305",1995,41,378
"306",1995,42,375
"307",1995,43,400
"308",1995,44,390
"309",1995,45,390
"310",1995,46,310
"311",1995,47,135
"312",1995,48,230
"313",1995,49,130
"314",1995,50,109
"315",1995,51,265
"316",1995,52,290
"317",1995,53,421
"318",1995,54,449
"319",1995,55,465
"320",1995,56,505
"321",1995,57,100
"322",1995,58,165
"323",1995,59,82
"324",1995,60,128
"325",1995,61,210
"326",1995,62,355
"327",1995,63,390
"328",1995,64,365
"329",1995,65,542
"330",1995,66,490
"331",1995,67,100
"332",1995,68,156
"333",1995,69,78
"334",1995,70,80
"335",1995,71,170
"336",1995,72,215
"337",1995,73,300
"338",1995,74,460
"339",1995,75,455
"340",1995,76,420
"341",1995,77,170
"342",1995,78,185
"343",1995,79,142
"344",1995,80,130
"345",1995,101,38
"346",1995,201,58
"347",1995,301,60
"348",1995,401,48
"349",1995,501,72
"350",1995,601,35
"351",1995,701,51
"352",1995,801,98
"353",1996,1,305
"354",1996,2,340
"355",1996,3,310
"356",1996,4,300
"357",1996,5,300
"358",1996,6,260
"359",1996,7,85
"360",1996,8,35
"361",1996,9,40
"362",1996,10,0
"363",1996,11,340
"364",1996,12,330
"365",1996,13,425
"366",1996,14,370
"367",1996,15,295
"368",1996,16,200
"369",1996,17,90
"370",1996,18,20
"371",1996,19,20
"372",1996,20,0
"373",1996,21,320
"374",1996,22,365
"375",1996,23,460
"376",1996,24,450
"377",1996,25,260
"378",1996,26,155
"379",1996,27,85
"380",1996,28,135
"381",1996,29,10
"382",1996,30,5
"383",1996,31,250
"384",1996,32,340
"385",1996,33,445
"386",1996,34,455
"387",1996,35,380
"388",1996,36,165
"389",1996,37,130
"390",1996,38,240
"391",1996,39,10
"392",1996,40,10
"393",1996,41,250
"394",1996,42,335
"395",1996,43,510
"396",1996,44,455
"397",1996,45,490
"398",1996,46,380
"399",1996,47,100
"400",1996,48,90
"401",1996,49,50
"402",1996,50,10
"403",1996,51,120
"404",1996,52,125
"405",1996,53,320
"406",1996,54,440
"407",1996,55,555
"408",1996,56,560
"409",1996,57,130
"410",1996,58,55
"411",1996,59,40
"412",1996,60,40
"413",1996,61,60
"414",1996,62,220
"415",1996,63,330
"416",1996,64,290
"417",1996,65,580
"418",1996,66,560
"419",1996,67,130
"420",1996,68,60
"421",1996,69,15
"422",1996,70,10
"423",1996,71,85
"424",1996,72,140
"425",1996,73,275
"426",1996,74,495
"427",1996,75,480
"428",1996,76,535
"429",1996,77,260
"430",1996,78,10
"431",1996,79,50
"432",1996,80,60
"433",1996,101,0
"434",1996,201,0
"435",1996,301,10
"436",1996,401,5
"437",1996,501,5
"438",1996,601,5
"439",1996,701,5
"440",1996,801,15
"441",1997,1,340
"442",1997,2,235
"443",1997,3,185
"444",1997,4,190
"445",1997,5,215
"446",1997,6,180
"447",1997,7,50
"448",1997,8,30
"449",1997,9,40
"450",1997,10,5
"451",1997,11,250
"452",1997,12,255
"453",1997,13,315
"454",1997,14,270
"455",1997,15,215
"456",1997,16,140
"457",1997,17,65
"458",1997,18,15
"459",1997,19,10
"460",1997,20,10
"461",1997,21,270
"462",1997,22,270
"463",1997,23,315
"464",1997,24,320
"465",1997,25,195
"466",1997,26,90
"467",1997,27,80
"468",1997,28,130
"469",1997,29,10
"470",1997,30,15
"471",1997,31,270
"472",1997,32,270
"473",1997,33,325
"474",1997,34,315
"475",1997,35,300
"476",1997,36,86
"477",1997,37,125
"478",1997,38,215
"479",1997,39,55
"480",1997,40,10
"481",1997,41,255
"482",1997,42,316
"483",1997,43,430
"484",1997,44,345
"485",1997,45,375
"486",1997,46,320
"487",1997,47,110
"488",1997,48,30
"489",1997,49,60
"490",1997,50,15
"491",1997,51,220
"492",1997,52,130
"493",1997,53,335
"494",1997,54,425
"495",1997,55,505
"496",1997,56,515
"497",1997,57,100
"498",1997,58,60
"499",1997,59,30
"500",1997,60,65
"501",1997,61,130
"502",1997,62,220
"503",1997,63,290
"504",1997,64,444
"505",1997,65,550
"506",1997,66,560
"507",1997,67,90
"508",1997,68,65
"509",1997,69,35
"510",1997,70,20
"511",1997,71,135
"512",1997,72,180
"513",1997,73,327
"514",1997,74,410
"515",1997,75,426
"516",1997,76,445
"517",1997,77,175
"518",1997,78,10
"519",1997,79,70
"520",1997,80,75
"521",1997,101,10
"522",1997,201,10
"523",1997,301,10
"524",1997,401,10
"525",1997,501,15
"526",1997,601,10
"527",1997,701,15
"528",1997,801,50
"529",1998,1,200
"530",1998,2,225
"531",1998,3,235
"532",1998,4,210
"533",1998,5,200
"534",1998,6,130
"535",1998,7,30
"536",1998,8,30
"537",1998,9,30
"538",1998,10,0
"539",1998,11,240
"540",1998,12,250
"541",1998,13,310
"542",1998,14,250
"543",1998,15,190
"544",1998,16,120
"545",1998,17,50
"546",1998,18,5
"547",1998,19,10
"548",1998,20,0
"549",1998,21,215
"550",1998,22,225
"551",1998,23,300
"552",1998,24,300
"553",1998,25,135
"554",1998,26,70
"555",1998,27,70
"556",1998,28,110
"557",1998,29,40
"558",1998,30,0
"559",1998,31,215
"560",1998,32,160
"561",1998,33,275
"562",1998,34,295
"563",1998,35,235
"564",1998,36,85
"565",1998,37,110
"566",1998,38,200
"567",1998,39,160
"568",1998,40,0
"569",1998,41,170
"570",1998,42,225
"571",1998,43,340
"572",1998,44,310
"573",1998,45,330
"574",1998,46,240
"575",1998,47,65
"576",1998,48,10
"577",1998,49,50
"578",1998,50,10
"579",1998,51,185
"580",1998,52,150
"581",1998,53,240
"582",1998,54,315
"583",1998,55,430
"584",1998,56,415
"585",1998,57,70
"586",1998,58,55
"587",1998,59,30
"588",1998,60,50
"589",1998,61,90
"590",1998,62,190
"591",1998,63,295
"592",1998,64,155
"593",1998,65,445
"594",1998,66,515
"595",1998,67,65
"596",1998,68,55
"597",1998,69,25
"598",1998,70,5
"599",1998,71,110
"600",1998,72,150
"601",1998,73,240
"602",1998,74,335
"603",1998,75,290
"604",1998,76,365
"605",1998,77,150
"606",1998,78,0
"607",1998,79,50
"608",1998,80,40
"609",1998,101,0
"610",1998,201,0
"611",1998,301,0
"612",1998,401,0
"613",1998,501,0
"614",1998,601,0
"615",1998,701,0
"616",1998,801,50
"617",1999,1,185
"618",1999,2,180
"619",1999,3,190
"620",1999,4,210
"621",1999,5,220
"622",1999,6,190
"623",1999,7,80
"624",1999,8,60
"625",1999,9,75
"626",1999,10,30
"627",1999,11,210
"628",1999,12,230
"629",1999,13,300
"630",1999,14,265
"631",1999,15,240
"632",1999,16,190
"633",1999,17,95
"634",1999,18,35
"635",1999,19,30
"636",1999,20,30
"637",1999,21,240
"638",1999,22,310
"639",1999,23,360
"640",1999,24,305
"641",1999,25,220
"642",1999,26,150
"643",1999,27,110
"644",1999,28,130
"645",1999,29,35
"646",1999,30,40
"647",1999,31,200
"648",1999,32,295
"649",1999,33,335
"650",1999,34,300
"651",1999,35,270
"652",1999,36,125
"653",1999,37,135
"654",1999,38,190
"655",1999,39,40
"656",1999,40,30
"657",1999,41,170
"658",1999,42,235
"659",1999,43,330
"660",1999,44,280
"661",1999,45,375
"662",1999,46,305
"663",1999,47,100
"664",1999,48,50
"665",1999,49,80
"666",1999,50,40
"667",1999,51,240
"668",1999,52,100
"669",1999,53,275
"670",1999,54,240
"671",1999,55,440
"672",1999,56,470
"673",1999,57,100
"674",1999,58,90
"675",1999,59,50
"676",1999,60,90
"677",1999,61,105
"678",1999,62,220
"679",1999,63,270
"680",1999,64,160
"681",1999,65,430
"682",1999,66,460
"683",1999,67,85
"684",1999,68,100
"685",1999,69,50
"686",1999,70,30
"687",1999,71,110
"688",1999,72,150
"689",1999,73,230
"690",1999,74,400
"691",1999,75,370
"692",1999,76,420
"693",1999,77,190
"694",1999,78,35
"695",1999,79,85
"696",1999,80,95
"697",1999,101,45
"698",1999,201,40
"699",1999,301,60
"700",1999,401,55
"701",1999,501,40
"702",1999,601,40
"703",1999,701,40
"704",1999,801,70
"705",2000,1,200
"706",2000,2,230
"707",2000,3,205
"708",2000,4,183
"709",2000,5,158
"710",2000,6,150
"711",2000,7,10
"712",2000,8,30
"713",2000,9,20
"714",2000,10,0
"715",2000,11,270
"716",2000,12,209
"717",2000,13,280
"718",2000,14,200
"719",2000,15,150
"720",2000,16,110
"721",2000,17,40
"722",2000,18,10
"723",2000,19,5
"724",2000,20,0
"725",2000,21,244
"726",2000,22,250
"727",2000,23,285
"728",2000,24,240
"729",2000,25,110
"730",2000,26,50
"731",2000,27,70
"732",2000,28,90
"733",2000,29,5
"734",2000,30,5
"735",2000,31,275
"736",2000,32,185
"737",2000,33,275
"738",2000,34,250
"739",2000,35,202
"740",2000,36,35
"741",2000,37,90
"742",2000,38,180
"743",2000,39,10
"744",2000,40,5
"745",2000,41,205
"746",2000,42,253
"747",2000,43,330
"748",2000,44,260
"749",2000,45,282
"750",2000,46,185
"751",2000,47,40
"752",2000,48,10
"753",2000,49,35
"754",2000,50,10
"755",2000,51,190
"756",2000,52,200
"757",2000,53,300
"758",2000,54,320
"759",2000,55,375
"760",2000,56,335
"761",2000,57,20
"762",2000,58,30
"763",2000,59,10
"764",2000,60,50
"765",2000,61,115
"766",2000,62,280
"767",2000,63,330
"768",2000,64,205
"769",2000,65,400
"770",2000,66,365
"771",2000,67,30
"772",2000,68,50
"773",2000,69,20
"774",2000,70,5
"775",2000,71,105
"776",2000,72,220
"777",2000,73,330
"778",2000,74,360
"779",2000,75,295
"780",2000,76,341
"781",2000,77,110
"782",2000,78,10
"783",2000,79,50
"784",2000,80,65
"785",2000,101,0
"786",2000,201,0
"787",2000,301,0
"788",2000,401,0
"789",2000,501,10
"790",2000,601,10
"791",2000,701,0
"792",2000,801,20
"793",2001,1,160
"794",2001,2,240
"795",2001,3,120
"796",2001,4,130
"797",2001,5,170
"798",2001,6,140
"799",2001,7,25
"800",2001,8,30
"801",2001,9,35
"802",2001,10,10
"803",2001,11,240
"804",2001,12,140
"805",2001,13,230
"806",2001,14,170
"807",2001,15,170
"808",2001,16,120
"809",2001,17,50
"810",2001,18,20
"811",2001,19,15
"812",2001,20,10
"813",2001,21,215
"814",2001,22,195
"815",2001,23,270
"816",2001,24,270
"817",2001,25,150
"818",2001,26,80
"819",2001,27,75
"820",2001,28,150
"821",2001,29,30
"822",2001,30,35
"823",2001,31,210
"824",2001,32,230
"825",2001,33,280
"826",2001,34,270
"827",2001,35,250
"828",2001,36,90
"829",2001,37,110
"830",2001,38,220
"831",2001,39,20
"832",2001,40,20
"833",2001,41,225
"834",2001,42,240
"835",2001,43,410
"836",2001,44,280
"837",2001,45,320
"838",2001,46,230
"839",2001,47,75
"840",2001,48,30
"841",2001,49,50
"842",2001,50,20
"843",2001,51,170
"844",2001,52,170
"845",2001,53,280
"846",2001,54,290
"847",2001,55,400
"848",2001,56,360
"849",2001,57,50
"850",2001,58,50
"851",2001,59,30
"852",2001,60,50
"853",2001,61,160
"854",2001,62,240
"855",2001,63,300
"856",2001,64,190
"857",2001,65,440
"858",2001,66,420
"859",2001,67,50
"860",2001,68,50
"861",2001,69,40
"862",2001,70,20
"863",2001,71,150
"864",2001,72,170
"865",2001,73,270
"866",2001,74,370
"867",2001,75,280
"868",2001,76,380
"869",2001,77,140
"870",2001,78,30
"871",2001,79,50
"872",2001,80,40
"873",2001,101,10
"874",2001,201,10
"875",2001,301,10
"876",2001,401,25
"877",2001,501,25
"878",2001,601,15
"879",2001,701,20
"880",2001,801,30
"881",2002,1,90
"882",2002,2,70
"883",2002,3,40
"884",2002,4,10
"885",2002,5,50
"886",2002,6,30
"887",2002,7,10
"888",2002,8,10
"889",2002,9,20
"890",2002,10,10
"891",2002,11,140
"892",2002,12,30
"893",2002,13,90
"894",2002,14,60
"895",2002,15,30
"896",2002,16,10
"897",2002,17,20
"898",2002,18,10
"899",2002,19,10
"900",2002,20,2
"901",2002,21,130
"902",2002,22,90
"903",2002,23,100
"904",2002,24,60
"905",2002,25,10
"906",2002,26,20
"907",2002,27,40
"908",2002,28,120
"909",2002,29,2
"910",2002,30,10
"911",2002,31,100
"912",2002,32,50
"913",2002,33,90
"914",2002,34,80
"915",2002,35,70
"916",2002,36,15
"917",2002,37,70
"918",2002,38,190
"919",2002,39,10
"920",2002,40,10
"921",2002,41,90
"922",2002,42,100
"923",2002,43,100
"924",2002,44,90
"925",2002,45,125
"926",2002,46,70
"927",2002,47,40
"928",2002,48,10
"929",2002,49,10
"930",2002,50,10
"931",2002,51,70
"932",2002,52,40
"933",2002,53,140
"934",2002,54,150
"935",2002,55,220
"936",2002,56,220
"937",2002,57,20
"938",2002,58,10
"939",2002,59,10
"940",2002,60,10
"941",2002,61,20
"942",2002,62,150
"943",2002,63,210
"944",2002,64,20
"945",2002,65,240
"946",2002,66,250
"947",2002,67,10
"948",2002,68,10
"949",2002,69,10
"950",2002,70,10
"951",2002,71,40
"952",2002,72,120
"953",2002,73,140
"954",2002,74,180
"955",2002,75,120
"956",2002,76,150
"957",2002,77,20
"958",2002,78,10
"959",2002,79,10
"960",2002,80,10
"961",2002,101,10
"962",2002,201,2
"963",2002,301,10
"964",2002,401,10
"965",2002,501,10
"966",2002,601,10
"967",2002,701,10
"968",2002,801,10
"969",2003,1,350
"970",2003,2,280
"971",2003,3,260
"972",2003,4,170
"973",2003,5,200
"974",2003,6,170
"975",2003,7,40
"976",2003,8,50
"977",2003,9,60
"978",2003,10,10
"979",2003,11,400
"980",2003,12,290
"981",2003,13,280
"982",2003,14,190
"983",2003,15,160
"984",2003,16,110
"985",2003,17,60
"986",2003,18,30
"987",2003,19,30
"988",2003,20,10
"989",2003,21,410
"990",2003,22,270
"991",2003,23,280
"992",2003,24,230
"993",2003,25,130
"994",2003,26,70
"995",2003,27,90
"996",2003,28,120
"997",2003,29,80
"998",2003,30,50
"999",2003,31,480
"1000",2003,32,320
"1001",2003,33,290
"1002",2003,34,270
"1003",2003,35,220
"1004",2003,36,70
"1005",2003,37,110
"1006",2003,38,220
"1007",2003,39,30
"1008",2003,40,30
"1009",2003,41,390
"1010",2003,42,340
"1011",2003,43,420
"1012",2003,44,310
"1013",2003,45,310
"1014",2003,46,230
"1015",2003,47,70
"1016",2003,48,30
"1017",2003,49,60
"1018",2003,50,40
"1019",2003,51,330
"1020",2003,52,300
"1021",2003,53,350
"1022",2003,54,420
"1023",2003,55,420
"1024",2003,56,440
"1025",2003,57,40
"1026",2003,58,60
"1027",2003,59,30
"1028",2003,60,70
"1029",2003,61,180
"1030",2003,62,360
"1031",2003,63,480
"1032",2003,64,300
"1033",2003,65,400
"1034",2003,66,470
"1035",2003,67,40
"1036",2003,68,70
"1037",2003,69,30
"1038",2003,70,40
"1039",2003,71,150
"1040",2003,72,280
"1041",2003,73,490
"1042",2003,74,550
"1043",2003,75,460
"1044",2003,76,390
"1045",2003,77,100
"1046",2003,78,30
"1047",2003,79,60
"1048",2003,80,70
"1049",2003,101,0
"1050",2003,201,10
"1051",2003,301,30
"1052",2003,401,30
"1053",2003,501,50
"1054",2003,601,10
"1055",2003,701,40
"1056",2003,801,40
"1057",2004,1,200
"1058",2004,2,170
"1059",2004,3,170
"1060",2004,4,100
"1061",2004,5,190
"1062",2004,6,150
"1063",2004,7,50
"1064",2004,8,50
"1065",2004,9,80
"1066",2004,10,40
"1067",2004,11,190
"1068",2004,12,170
"1069",2004,13,240
"1070",2004,14,150
"1071",2004,15,140
"1072",2004,16,110
"1073",2004,17,90
"1074",2004,18,40
"1075",2004,19,50
"1076",2004,20,120
"1077",2004,21,185
"1078",2004,22,260
"1079",2004,23,250
"1080",2004,24,230
"1081",2004,25,140
"1082",2004,26,90
"1083",2004,27,90
"1084",2004,28,150
"1085",2004,29,50
"1086",2004,30,60
"1087",2004,31,150
"1088",2004,32,140
"1089",2004,33,210
"1090",2004,34,270
"1091",2004,35,230
"1092",2004,36,70
"1093",2004,37,110
"1094",2004,38,280
"1095",2004,39,50
"1096",2004,40,50
"1097",2004,41,140
"1098",2004,42,200
"1099",2004,43,265
"1100",2004,44,260
"1101",2004,45,290
"1102",2004,46,240
"1103",2004,47,80
"1104",2004,48,60
"1105",2004,49,80
"1106",2004,50,50
"1107",2004,51,160
"1108",2004,52,70
"1109",2004,53,250
"1110",2004,54,320
"1111",2004,55,420
"1112",2004,56,420
"1113",2004,57,70
"1114",2004,58,80
"1115",2004,59,50
"1116",2004,60,70
"1117",2004,61,90
"1118",2004,62,200
"1119",2004,63,250
"1120",2004,64,170
"1121",2004,65,450
"1122",2004,66,460
"1123",2004,67,90
"1124",2004,68,70
"1125",2004,69,65
"1126",2004,70,50
"1127",2004,71,120
"1128",2004,72,120
"1129",2004,73,220
"1130",2004,74,360
"1131",2004,75,295
"1132",2004,76,380
"1133",2004,77,120
"1134",2004,78,60
"1135",2004,79,60
"1136",2004,80,70
"1137",2004,101,50
"1138",2004,201,50
"1139",2004,301,60
"1140",2004,401,50
"1141",2004,501,70
"1142",2004,601,50
"1143",2004,701,50
"1144",2004,801,70
"1145",2005,1,245
"1146",2005,2,280
"1147",2005,3,255
"1148",2005,4,260
"1149",2005,5,190
"1150",2005,6,175
"1151",2005,7,50
"1152",2005,8,30
"1153",2005,9,35
"1154",2005,10,10
"1155",2005,11,275
"1156",2005,12,325
"1157",2005,13,320
"1158",2005,14,210
"1159",2005,15,210
"1160",2005,16,130
"1161",2005,17,60
"1162",2005,18,15
"1163",2005,19,15
"1164",2005,20,10
"1165",2005,21,315
"1166",2005,22,300
"1167",2005,23,300
"1168",2005,24,270
"1169",2005,25,150
"1170",2005,26,130
"1171",2005,27,100
"1172",2005,28,120
"1173",2005,29,10
"1174",2005,30,10
"1175",2005,31,305
"1176",2005,32,270
"1177",2005,33,310
"1178",2005,34,265
"1179",2005,35,220
"1180",2005,36,80
"1181",2005,37,110
"1182",2005,38,200
"1183",2005,39,10
"1184",2005,40,10
"1185",2005,41,250
"1186",2005,42,300
"1187",2005,43,440
"1188",2005,44,285
"1189",2005,45,320
"1190",2005,46,245
"1191",2005,47,65
"1192",2005,48,20
"1193",2005,49,50
"1194",2005,50,10
"1195",2005,51,200
"1196",2005,52,250
"1197",2005,53,340
"1198",2005,54,315
"1199",2005,55,440
"1200",2005,56,430
"1201",2005,57,60
"1202",2005,58,40
"1203",2005,59,20
"1204",2005,60,30
"1205",2005,61,110
"1206",2005,62,210
"1207",2005,63,320
"1208",2005,64,300
"1209",2005,65,455
"1210",2005,66,400
"1211",2005,67,70
"1212",2005,68,60
"1213",2005,69,40
"1214",2005,70,10
"1215",2005,71,200
"1216",2005,72,200
"1217",2005,73,340
"1218",2005,74,380
"1219",2005,75,380
"1220",2005,76,400
"1221",2005,77,160
"1222",2005,78,30
"1223",2005,79,80
"1224",2005,80,80
"1225",2005,101,10
"1226",2005,201,10
"1227",2005,301,10
"1228",2005,401,10
"1229",2005,501,10
"1230",2005,601,10
"1231",2005,701,10
"1232",2005,801,30
"1233",2006,1,230
"1234",2006,2,230
"1235",2006,3,220
"1236",2006,4,170
"1237",2006,5,210
"1238",2006,6,180
"1239",2006,7,20
"1240",2006,8,30
"1241",2006,9,40
"1242",2006,10,0
"1243",2006,11,270
"1244",2006,12,220
"1245",2006,13,320
"1246",2006,14,240
"1247",2006,15,150
"1248",2006,16,90
"1249",2006,17,40
"1250",2006,18,10
"1251",2006,19,5
"1252",2006,20,0
"1253",2006,21,260
"1254",2006,22,230
"1255",2006,23,315
"1256",2006,24,320
"1257",2006,25,140
"1258",2006,26,50
"1259",2006,27,55
"1260",2006,28,140
"1261",2006,29,5
"1262",2006,30,0
"1263",2006,31,210
"1264",2006,32,245
"1265",2006,33,345
"1266",2006,34,320
"1267",2006,35,260
"1268",2006,36,75
"1269",2006,37,80
"1270",2006,38,220
"1271",2006,39,10
"1272",2006,40,0
"1273",2006,41,140
"1274",2006,42,230
"1275",2006,43,320
"1276",2006,44,335
"1277",2006,45,355
"1278",2006,46,360
"1279",2006,47,60
"1280",2006,48,16
"1281",2006,49,35
"1282",2006,50,5
"1283",2006,51,140
"1284",2006,52,75
"1285",2006,53,270
"1286",2006,54,325
"1287",2006,55,400
"1288",2006,56,345
"1289",2006,57,40
"1290",2006,58,30
"1291",2006,59,10
"1292",2006,60,50
"1293",2006,61,60
"1294",2006,62,140
"1295",2006,63,280
"1296",2006,64,180
"1297",2006,65,400
"1298",2006,66,405
"1299",2006,67,290
"1300",2006,68,50
"1301",2006,69,40
"1302",2006,70,10
"1303",2006,71,100
"1304",2006,72,110
"1305",2006,73,210
"1306",2006,74,360
"1307",2006,75,340
"1308",2006,76,390
"1309",2006,77,160
"1310",2006,78,100
"1311",2006,79,30
"1312",2006,80,50
"1313",2006,101,0
"1314",2006,201,0
"1315",2006,301,0
"1316",2006,401,0
"1317",2006,501,20
"1318",2006,601,5
"1319",2006,701,0
"1320",2006,801,0
"1321",2007,1,210
"1322",2007,2,180
"1323",2007,3,230
"1324",2007,4,95
"1325",2007,5,100
"1326",2007,6,100
"1327",2007,7,15
"1328",2007,8,35
"1329",2007,9,70
"1330",2007,10,10
"1331",2007,11,230
"1332",2007,12,260
"1333",2007,13,220
"1334",2007,14,140
"1335",2007,15,115
"1336",2007,16,65
"1337",2007,17,40
"1338",2007,18,10
"1339",2007,19,20
"1340",2007,20,10
"1341",2007,21,200
"1342",2007,22,175
"1343",2007,23,245
"1344",2007,24,220
"1345",2007,25,100
"1346",2007,26,100
"1347",2007,27,160
"1348",2007,28,140
"1349",2007,29,10
"1350",2007,30,30
"1351",2007,31,140
"1352",2007,32,220
"1353",2007,33,215
"1354",2007,34,250
"1355",2007,35,200
"1356",2007,36,50
"1357",2007,37,80
"1358",2007,38,195
"1359",2007,39,110
"1360",2007,40,30
"1361",2007,41,240
